,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
540,Pius Suter,VAN,C,81,1404.8666666667,25,21,12,9,46,62.16,138,18.12,18.73,263,195,171,78,7,36,18,9,9,0,0,5,52,19,59,43,43,373,501,42.68
568,Barrett Hayton,UTA,C,82,1320.3166666667,20,26,13,13,46,64.79,155,12.90,28.69,306,246,228,142,10,36,45,17,15,1,1,22,46,16,31,104,44,552,468,54.12
635,Moritz Seider,DET,D,82,2055.9166666667,8,38,14,24,46,38.66,162,4.94,10.44,368,256,93,16,12,24,40,20,20,0,0,21,85,30,210,113,181,0,0,-
702,Jake Neighbours,STL,L,82,1303.3666666667,22,24,15,9,46,61.33,122,18.03,16.92,196,164,138,82,7,17,56,22,18,4,0,25,51,14,174,121,56,5,13,27.78
148,Sean Couturier,PHI,C,79,1366.2,15,30,19,11,45,59.21,155,9.68,20.57,258,206,158,90,6,24,41,18,17,1,0,15,78,28,54,72,45,670,525,56.07
188,Shayne Gostisbehere,CAR,D,70,1296.4666666667,7,38,12,26,45,50.00,122,5.74,7.63,330,206,97,8,8,37,52,22,21,0,1,10,76,36,40,49,66,0,0,-
242,Artturi Lehkonen,COL,L,69,1406.3333333333,27,18,11,7,45,42.86,148,18.24,26.68,292,233,226,124,6,25,34,16,16,0,0,11,55,12,33,74,39,7,9,43.75
327,Frank Vatrano,ANA,R,81,1421.1666666667,21,24,8,16,45,66.18,234,8.97,26.53,415,335,219,95,9,42,80,36,35,0,1,25,52,13,169,60,69,16,18,47.06
366,Thomas Chabot,OTT,D,80,1841.9333333333,9,36,18,18,45,44.55,179,5.03,9.3,447,258,131,18,21,34,24,12,12,0,0,9,99,31,58,116,145,0,0,-
495,Elias Pettersson,VAN,C,64,1194.2666666667,15,30,19,11,45,60.00,109,13.76,15.64,251,187,154,60,6,15,14,7,7,0,0,22,45,22,73,87,77,458,506,47.51
662,Simon Holmstrom,NYI,R,75,1264.8666666667,20,25,17,8,45,69.23,96,20.83,14.7,208,165,124,54,5,19,8,4,4,0,0,13,48,13,27,53,55,1,4,20.00
713,Alexis Lafrenière,NYR,L,82,1394.45,17,28,21,7,45,58.44,153,11.11,16.97,302,239,151,70,10,18,38,14,13,0,1,13,46,25,120,85,27,13,26,33.33
716,Anton Lundell,FLA,C,79,1320.2833333333,17,28,19,9,45,72.58,158,10.76,18.49,317,238,140,68,12,19,36,14,13,0,1,16,60,27,110,84,54,542,481,52.98
735,Will Cuylle,NYR,L,82,1236.35,20,25,13,12,45,65.22,152,13.16,21.3,275,223,174,104,14,30,42,18,16,2,0,12,48,9,300,79,50,10,23,30.30
885,Leo Carlsson,ANA,C,76,1234.2666666667,20,25,11,14,45,70.31,114,17.54,15.25,227,175,150,73,7,21,14,7,7,0,0,15,51,18,24,38,36,302,428,41.37
894,Will Smith,S.J,C,74,1173.1,18,27,20,7,45,70.31,127,14.17,11.75,277,187,141,42,9,20,18,9,9,0,0,6,73,13,13,41,16,65,113,36.52
105,Zach Hyman,EDM,L,73,1378.35,27,17,12,5,44,41.12,210,12.86,37.86,373,309,280,189,4,55,32,16,16,0,0,17,43,14,58,96,24,2,3,40.00
308,Devon Toews,COL,D,76,1868.8,10,34,14,20,44,41.12,138,7.25,8.09,342,216,103,20,12,23,26,12,12,0,0,11,81,35,40,50,103,0,0,-
638,Kaapo Kakko,"NYR, SEA",R,79,1233.6833333333,14,30,19,11,44,66.67,117,11.97,14.03,236,175,109,56,6,26,38,15,14,0,1,15,59,18,68,64,28,50,50,50.00
778,Luke Hughes,N.J,D,71,1502.2166666667,7,37,21,16,44,65.67,121,5.79,7.93,328,179,119,22,11,26,16,8,8,0,0,5,86,33,19,128,60,0,1,0.00
830,Cutter Gauthier,ANA,L,82,1160.75,20,24,14,10,44,69.84,190,10.53,19.36,410,306,180,62,17,34,20,10,10,0,0,12,81,22,68,76,51,21,35,37.50
863,Shane Wright,SEA,C,79,1111.3833333333,19,25,15,10,44,57.89,91,20.88,16.41,204,161,134,78,3,14,18,9,9,0,0,10,73,14,54,87,62,369,461,44.46
156,Phillip Danault,L.A,C,80,1413.8666666667,8,35,28,7,43,63.24,123,6.50,15.71,240,183,153,80,12,24,26,13,13,0,0,17,86,25,83,55,73,635,581,52.22
497,Owen Tippett,PHI,R,77,1231.3666666667,20,23,16,7,43,58.90,188,10.64,16.18,424,295,186,57,21,33,16,7,7,0,0,10,58,32,115,92,63,7,11,38.89
664,Jackson LaCombe,ANA,D,75,1672.55,14,29,18,11,43,57.33,134,10.45,10.04,268,187,93,38,5,24,28,14,14,0,0,11,78,35,69,135,129,0,1,0.00
736,Tyson Foerster,PHI,R,81,1365.8666666667,25,18,9,9,43,71.67,142,17.61,19.1,287,221,181,85,10,36,49,19,17,1,1,18,41,16,75,89,54,0,2,0.00
773,Matty Beniers,SEA,C,82,1532.4,20,23,14,9,43,58.11,147,13.61,17.93,322,243,182,67,7,28,14,7,7,0,0,22,72,28,42,124,77,569,625,47.65
107,Taylor Hall,"CAR, CHI",L,77,1168.3833333333,18,24,15,9,42,68.85,144,12.50,15.11,307,211,145,54,7,28,36,18,18,0,0,16,76,34,43,113,42,43,50,46.24
132,Jean-Gabriel Pageau,NYI,C,79,1342.7833333333,14,28,17,11,42,64.62,120,11.67,19.85,232,181,148,77,7,26,23,6,4,1,1,15,47,25,140,106,57,589,399,59.62
734,Alex Laferriere,L.A,R,77,1272.95,19,23,16,7,42,56.76,193,9.84,23.98,384,300,231,112,11,46,20,10,10,0,0,14,48,14,124,104,43,36,61,37.11
145,Ryan Strome,ANA,C,82,1367.9833333333,10,31,23,8,41,61.19,137,7.30,19.79,263,211,145,80,6,24,70,28,25,2,1,12,66,19,52,35,36,511,715,41.68
155,Stefan Noesen,N.J,R,78,1242.7833333333,22,19,15,4,41,51.25,165,13.33,29.97,284,248,189,128,8,39,44,19,17,2,0,12,73,14,149,63,26,41,44,48.24
164,Morgan Rielly,TOR,D,82,1753.8666666667,7,34,17,17,41,40.59,126,5.56,6.1,303,198,92,11,7,32,21,9,8,1,0,5,99,20,21,141,131,0,0,-
231,Nick Paul,T.B,L,76,1249.65,22,19,11,8,41,67.21,141,15.60,16.81,255,196,145,79,9,14,30,7,5,0,2,6,48,19,66,71,31,393,393,50.00
298,Brandon Montour,SEA,D,81,1861.0666666667,18,23,10,13,41,46.07,231,7.79,14.61,531,363,150,35,16,42,70,30,28,2,0,19,97,25,83,101,100,0,0,-
523,Fabian Zetterlund,"OTT, S.J",L,84,1372.7166666667,19,22,14,8,41,51.25,181,10.50,22.48,356,279,208,96,12,33,14,7,7,0,0,19,50,22,154,88,81,31,21,59.62
637,Bobby Brink,PHI,R,79,1171.6333333333,12,29,14,15,41,68.33,105,11.43,13.3,213,159,117,57,3,11,22,11,11,0,0,9,58,21,97,78,30,17,40,29.82
28,Evgenii Dadonov,DAL,R,80,1082.6666666667,20,20,12,8,40,63.49,123,16.26,17.6,234,188,122,77,9,23,10,5,5,0,0,7,66,9,44,100,39,0,0,-
66,Reilly Smith,"NYR, VGK",R,79,1219.8166666667,13,27,15,12,40,64.52,129,10.08,15.09,213,176,127,65,11,20,24,11,11,0,0,7,70,26,48,52,41,4,7,36.36
99,Cam Fowler,"ANA, STL",D,68,1464.9333333333,9,31,17,14,40,44.44,88,10.23,4.18,203,113,67,12,8,13,14,7,7,0,0,1,63,16,8,64,87,0,0,-
149,Dougie Hamilton,N.J,D,64,1270.7666666667,9,31,14,17,40,40.82,186,4.84,10.97,424,278,141,15,16,42,30,15,15,0,0,7,94,20,73,66,85,0,0,-
183,Matt Grzelcyk,PIT,D,82,1690.1833333333,1,39,19,20,40,41.67,94,1.06,4.02,258,160,59,4,7,25,16,8,8,0,0,6,85,32,43,103,101,0,0,-
304,Jake Walman,"EDM, S.J",D,65,1480.1333333333,7,33,16,17,40,47.06,164,4.27,10.29,382,240,79,14,15,30,42,20,20,0,0,10,80,27,56,65,145,0,0,-
421,Brett Howden,VGK,C,80,1189.0333333333,23,17,9,8,40,63.49,125,18.40,16.14,217,181,137,72,17,15,46,19,17,2,0,18,42,22,121,86,56,272,244,52.71
467,Trevor Moore,L.A,L,71,1198.2666666667,18,22,9,13,40,65.57,153,11.76,20.65,322,246,161,73,8,34,14,7,7,0,0,13,46,23,71,63,29,1,11,8.33
488,Casey Mittelstadt,"BOS, COL",C,81,1382.1666666667,15,25,16,9,40,49.38,105,14.29,13.08,185,148,100,51,4,14,24,12,12,0,0,5,80,19,30,89,33,443,560,44.17
542,Kiefer Sherwood,VAN,L,78,1161.35,19,21,14,7,40,68.97,141,13.48,13,280,215,118,50,7,21,35,16,15,1,0,18,49,26,460,98,30,24,32,42.86
776,Owen Power,BUF,D,79,1683.6333333333,7,33,16,17,40,47.62,139,5.04,7.66,299,198,103,22,9,27,16,8,8,0,0,6,73,26,26,119,109,0,0,-
131,Blake Coleman,CGY,"C, L",82,1450.15,15,24,16,8,39,63.93,194,7.73,26.14,382,292,230,111,20,30,36,17,17,0,0,12,78,31,176,66,66,38,41,48.10
328,Noah Hanifin,VGK,D,80,1724.2,10,29,17,12,39,39.00,145,6.90,6.85,329,207,88,17,9,22,14,7,7,0,0,4,112,32,42,130,106,0,0,-
336,Vince Dunn,SEA,D,62,1368.9,11,28,12,16,39,42.39,137,8.03,6.39,321,185,78,15,13,19,33,14,13,1,0,14,79,25,29,68,79,0,0,-
359,Jack Roslovic,CAR,C,81,1119.5166666667,22,17,9,8,39,72.22,139,15.83,17.42,288,220,143,61,8,20,10,5,5,0,0,9,63,19,14,91,23,192,163,54.08
520,Neal Pionk,WPG,D,69,1522.15,10,29,17,12,39,42.39,123,8.13,5.23,302,210,56,5,8,25,44,18,17,0,1,5,72,30,113,153,101,0,0,-
573,Noah Dobson,NYI,D,71,1652.3333333333,10,29,16,13,39,48.75,196,5.10,9.72,437,295,103,16,16,29,28,14,14,0,0,10,108,36,56,158,126,0,0,-
708,Jack Quinn,BUF,R,74,1099.8833333333,15,24,13,11,39,62.90,123,12.20,13.57,277,205,131,29,6,21,18,9,9,0,0,12,52,12,39,77,23,1,6,14.29
43,Roman Josi,NSH,D,53,1326.7166666667,9,29,19,10,38,51.35,150,6.00,11.41,368,234,121,27,10,24,18,9,9,0,0,8,75,23,42,57,95,0,0,-
115,Brendan Gallagher,MTL,R,82,1140.9833333333,21,17,10,7,38,71.70,148,14.19,25.9,303,223,197,99,18,27,39,18,17,1,0,19,62,16,91,55,38,0,6,0.00
157,Vladislav Namestnikov,WPG,C,78,1177.2666666667,11,27,9,18,38,56.72,94,11.70,16.65,168,137,127,81,5,29,38,15,14,0,1,14,38,15,84,110,49,365,426,46.14
312,Michael Bunting,"NSH, PIT",L,76,1180.3166666667,19,19,12,7,38,56.72,155,12.26,23.32,313,237,183,107,12,36,68,27,26,0,1,26,58,13,69,64,19,5,8,38.46
624,Bowen Byram,BUF,D,82,1861.1666666667,7,31,14,17,38,38.00,94,7.45,8.3,209,144,66,19,3,17,46,19,18,0,1,10,84,15,74,148,117,0,0,-
782,Logan Stankoven,"CAR, DAL",C,78,1177.1166666667,14,24,11,13,38,60.32,194,7.22,23.91,343,275,201,98,12,38,18,5,4,0,1,24,51,20,48,90,33,87,106,45.08
19,Alex Killorn,ANA,L,82,1416.6333333333,19,18,11,7,37,52.11,134,14.18,14.53,288,204,140,54,7,29,30,15,15,0,0,13,62,11,77,72,23,8,13,38.10
111,Nino Niederreiter,WPG,R,82,1217.8666666667,17,20,13,7,37,54.41,150,11.33,21.58,271,221,151,106,10,29,24,12,12,0,0,14,60,17,151,119,39,20,26,43.48
234,Andre Burakovsky,SEA,L,79,1139.3666666667,10,27,18,9,37,59.68,115,8.70,11.18,219,168,128,45,7,15,12,6,6,0,0,13,38,18,33,96,27,3,3,50.00
248,Jonathan Drouin,COL,L,43,781.85,11,26,15,11,37,54.41,56,19.64,7.2,113,87,69,34,0,11,6,3,3,0,0,2,35,15,14,32,12,9,13,40.91
272,Frederick Gaudreau,MIN,C,82,1284.25,18,19,14,5,37,64.91,110,16.36,11.63,198,153,100,45,6,12,8,4,4,0,0,4,50,24,47,56,61,529,568,48.22
324,Darren Raddysh,T.B,D,73,1262.8833333333,6,31,12,19,37,48.05,108,5.56,5.62,282,182,73,5,10,22,14,7,7,0,0,6,55,10,38,114,68,0,0,-
501,Morgan Frost,"CGY, PHI",C,81,1276.1833333333,14,23,10,13,37,56.92,144,9.72,17.43,280,205,169,75,5,24,22,11,11,0,0,11,66,35,69,54,60,529,504,51.21
528,Noah Cates,PHI,L,78,1238.4333333333,16,21,14,7,37,71.15,110,14.55,16.41,214,163,134,86,8,19,14,7,7,0,0,13,32,21,87,63,54,493,612,44.62
659,Shane Pinto,OTT,C,70,1228.9833333333,21,16,11,5,37,62.71,127,16.54,23.25,268,202,170,74,9,31,26,13,13,0,0,19,44,27,73,58,56,444,442,50.11
837,Marco Kasper,DET,C,77,1189.7166666667,19,18,7,11,37,67.27,145,13.10,20.58,253,207,141,81,10,22,34,13,12,0,1,11,47,9,156,81,48,281,345,44.89
877,Andrei Kuzmenko,"CGY, L.A, PHI",L,66,1031.5833333333,11,26,15,11,37,57.81,83,13.25,12.1,183,134,118,62,4,19,14,7,7,0,0,16,57,22,19,66,22,1,0,100.00
18,Jordan Staal,CAR,C,75,1157.8,13,23,15,8,36,70.59,107,12.15,14.98,197,158,142,78,3,21,16,8,8,0,0,8,41,9,137,58,43,724,605,54.48
23,James van Riemsdyk,CBJ,L,71,880.36666666667,16,20,11,9,36,72.00,85,18.82,13.68,149,124,102,68,5,22,23,10,9,1,0,12,40,5,31,49,16,6,14,30.00
184,Colton Parayko,STL,D,64,1520.1666666667,16,20,10,10,36,48.65,125,12.80,7.43,251,178,77,19,12,18,8,4,4,0,0,5,86,27,93,126,149,0,0,-
192,Jordan Martinook,CAR,L,79,1208.4333333333,15,21,14,7,36,69.23,112,13.39,17.25,251,198,135,79,14,21,18,9,9,0,0,7,53,18,84,92,52,35,37,48.61
249,Seth Jones,"CHI, FLA",D,63,1552.4166666667,9,27,17,10,36,43.37,129,6.98,6.95,305,191,87,10,7,24,22,11,11,0,0,5,82,26,96,101,109,0,0,-
319,Jake Evans,MTL,C,82,1275.4,13,23,17,6,36,69.23,80,16.25,13.16,172,128,110,46,5,14,10,5,5,0,0,23,62,15,124,124,60,593,529,52.85
714,Dawson Mercer,N.J,C,82,1466.45,19,17,12,5,36,51.43,141,13.48,20.97,280,207,167,95,10,32,16,7,7,0,0,6,56,18,41,89,60,96,141,40.51
792,Zack Bolduc,STL,"C, R",72,922.05,19,17,7,10,36,63.16,120,15.83,13.4,245,184,135,51,12,16,37,13,11,1,1,12,59,17,108,77,36,5,9,35.71
13,Nick Foligno,CHI,L,78,1242.1333333333,15,20,11,9,35,61.40,103,14.56,15.52,162,133,99,74,10,21,48,18,14,4,0,15,49,16,199,52,34,341,363,48.44
91,Charlie Coyle,"BOS, COL",C,83,1410.1166666667,17,18,10,8,35,53.03,115,14.78,16.18,223,175,135,70,18,27,24,12,12,0,0,15,54,42,108,40,61,374,395,48.63
258,Alexander Wennberg,S.J,C,77,1452,10,25,13,12,35,45.45,82,12.20,10.72,182,123,112,54,4,21,14,7,7,0,0,20,41,38,30,68,80,508,561,47.52
493,Eeli Tolvanen,SEA,R,81,1159.9166666667,23,12,5,7,35,63.64,137,16.79,15.14,283,214,141,57,8,18,23,10,9,1,0,11,45,13,237,73,65,5,6,45.45
509,Josh Norris,"BUF, OTT",C,56,1027.4,21,14,9,5,35,58.33,96,21.88,12.99,178,141,122,59,5,16,44,18,17,0,1,19,33,13,135,49,47,413,354,53.85
913,Maxim Tsyplakov,NYI,R,77,1152.4666666667,10,25,14,11,35,62.50,116,8.62,17.7,262,191,144,71,8,25,39,18,17,1,0,8,78,28,139,110,40,10,13,43.48
52,Marcus Johansson,MIN,L,72,1179.6,11,23,16,7,34,66.67,121,9.09,11.3,239,172,112,44,5,27,12,6,6,0,0,10,41,12,49,80,25,5,15,25.00
129,Adam Lowry,WPG,C,73,1126.2666666667,16,18,8,10,34,68.00,99,16.16,15.56,196,163,120,71,6,19,28,8,4,4,0,11,44,20,140,88,60,615,573,51.77
255,Valeri Nichushkin,COL,R,43,848.81666666667,21,13,6,7,34,52.31,118,17.80,18.22,212,170,150,65,5,25,8,4,4,0,0,4,42,7,55,39,21,3,3,50.00
670,Ilya Mikheyev,CHI,R,80,1254.15,20,14,7,7,34,56.67,138,14.49,15.54,221,183,121,73,10,23,16,8,8,0,0,5,54,21,34,51,15,1,11,8.33
704,Ridly Greig,OTT,C,78,1332.2333333333,13,21,14,7,34,54.84,119,10.92,18.34,235,189,149,83,7,35,60,26,24,2,0,21,35,20,138,133,47,208,172,54.74
751,Bobby McMann,TOR,C,74,1072.75,20,14,7,7,34,56.67,169,11.83,15.91,289,235,149,70,15,30,27,12,11,1,0,10,33,16,136,65,23,4,17,19.05
811,Jackson Blake,CAR,R,80,1107.6666666667,17,17,12,5,34,56.67,143,11.89,24.35,248,205,189,109,4,34,30,15,15,0,0,22,54,20,19,123,30,15,15,50.00
36,Alex Pietrangelo,VGK,D,71,1590.55,4,29,14,15,33,41.77,123,3.25,6.74,291,202,71,11,22,21,16,8,8,0,0,8,106,25,41,100,139,0,0,-
71,Mattias Ekholm,EDM,D,65,1442.75,9,24,9,15,33,39.76,143,6.29,8.05,328,212,99,19,14,26,30,15,15,0,0,7,83,35,41,78,95,0,0,-
100,Vladimir Tarasenko,DET,R,80,1182.4666666667,11,22,12,10,33,60.00,133,8.27,15.2,281,199,157,58,17,19,6,3,3,0,0,11,61,16,63,76,35,0,2,0.00
169,Brady Skjei,NSH,D,82,1795.0666666667,10,23,10,13,33,45.21,156,6.41,8.98,324,216,78,11,15,29,42,21,21,0,0,10,101,32,51,89,93,0,0,-
252,Darnell Nurse,EDM,D,76,1700.1833333333,5,28,16,12,33,41.25,188,2.66,8.24,393,271,96,8,19,27,72,26,21,4,1,13,69,16,161,73,136,0,0,-
256,Max Domi,TOR,C,74,1048.6666666667,8,25,19,6,33,62.26,93,8.60,9.48,187,136,96,36,5,13,76,28,23,4,1,12,69,21,31,49,30,273,271,50.18
274,Aaron Ekblad,FLA,D,56,1316.7,3,30,14,16,33,39.76,106,2.83,5.88,291,178,77,14,8,31,53,25,24,1,0,16,57,23,89,53,64,0,0,-
300,Christian Dvorak,MTL,C,82,1249.9833333333,12,21,15,6,33,68.75,104,11.54,15.09,221,167,116,57,8,30,16,8,8,0,0,11,66,18,44,84,74,591,469,55.75
374,Ivan Provorov,CBJ,D,82,1915.0166666667,7,26,12,14,33,34.38,100,7.00,5.9,269,147,72,13,9,19,31,14,13,1,0,15,120,29,28,136,127,0,0,-
415,Patrik Laine,MTL,L,52,743.98333333333,20,13,8,5,33,70.21,116,17.24,10.25,215,164,64,14,4,17,14,7,7,0,0,6,38,13,26,41,28,11,14,44.00
449,Filip Hronek,VAN,D,61,1457.55,5,28,12,16,33,44.00,83,6.02,4.97,240,154,61,8,2,18,40,16,15,0,1,5,74,14,89,99,75,1,0,100.00
559,Jesperi Kotkaniemi,CAR,C,78,1096.6166666667,12,21,10,11,33,61.11,115,10.43,14.2,219,162,122,59,8,27,50,19,17,2,0,13,64,18,66,110,28,367,342,51.76
761,Mason Lohrei,BOS,D,77,1503.6166666667,5,28,9,19,33,42.31,92,5.43,6.38,258,153,79,15,7,19,16,8,8,0,0,11,104,36,25,121,103,0,0,-
784,Cole Sillinger,CBJ,C,66,1116.3,11,22,14,8,33,57.89,129,8.53,14.28,231,181,121,52,13,21,35,12,10,1,1,10,50,21,73,84,36,300,350,46.15
790,Brandt Clarke,L.A,D,78,1269.7666666667,5,28,15,13,33,43.42,131,3.82,6.5,269,180,61,14,9,31,46,23,23,0,0,16,63,24,22,136,121,0,0,-
29,Mikael Backlund,CGY,C,76,1424,15,17,12,5,32,50.00,175,8.57,19.75,348,267,176,71,15,32,32,15,15,0,0,8,68,35,40,44,51,703,749,48.42
50,Jared Spurgeon,MIN,D,66,1349.7666666667,7,25,11,14,32,47.06,107,6.54,5.52,240,155,62,10,6,24,14,7,7,0,0,2,52,22,53,96,119,0,0,-
93,Justin Faulk,STL,D,78,1751.1333333333,4,28,13,15,32,44.44,124,3.23,6.73,296,181,90,13,9,35,30,15,15,0,0,5,100,28,78,73,108,0,0,-
239,J.T. Compher,DET,L,76,1267.7666666667,11,21,12,9,32,60.38,98,11.22,15.2,167,138,115,66,11,14,24,8,7,0,1,10,49,17,29,72,64,457,556,45.11
379,Evan Rodrigues,FLA,C,82,1247.9666666667,15,17,6,11,32,55.17,161,9.32,17.83,331,250,156,63,9,33,38,19,19,0,0,18,62,21,128,104,23,127,155,45.04
466,Mathieu Olivier,CBJ,R,82,1185.65,18,14,6,8,32,66.67,111,16.22,13.43,200,153,111,75,11,26,139,43,27,15,1,28,49,22,305,72,80,14,22,38.89
543,Eric Robinson,CAR,L,82,1005.4166666667,14,18,14,4,32,60.38,110,12.73,16.03,214,168,144,82,10,22,10,5,5,0,0,10,42,9,123,109,16,7,26,21.21
602,Yegor Sharangovich,CGY,C,73,1216.05,17,15,10,5,32,61.54,128,13.28,16.26,289,204,147,57,12,28,8,4,4,0,0,6,51,17,14,65,31,146,171,46.06
629,Trevor Zegras,ANA,C,57,971.23333333333,12,20,13,7,32,69.57,98,12.24,11.86,196,153,89,38,5,19,23,10,9,1,0,6,51,13,50,34,27,68,118,36.56
730,Luke Evangelista,NSH,R,68,943.26666666667,10,22,10,12,32,76.19,134,7.46,13.62,211,172,111,54,8,13,22,11,11,0,0,17,37,16,28,81,13,0,3,0.00
30,Ryan McDonagh,T.B,D,82,1670.3666666667,4,27,12,15,31,32.63,78,5.13,4.33,195,127,51,12,10,12,22,11,11,0,0,3,115,24,23,85,152,0,0,-
163,Yanni Gourde,"SEA, T.B",C,57,914.7,7,24,11,13,31,70.45,75,9.33,12.23,154,127,82,50,7,18,52,15,10,4,1,12,38,16,109,66,36,267,271,49.63
171,Scott Laughton,"PHI, TOR",C,80,1168.0333333333,13,18,12,6,31,73.81,125,10.40,15.53,237,193,113,58,9,16,32,13,11,2,0,11,59,19,178,41,54,253,245,50.80
174,Mike Matheson,MTL,D,80,2006.45,6,25,16,9,31,31.63,149,4.03,9.29,366,217,90,17,17,20,51,20,18,1,1,14,107,43,59,106,168,0,0,-
313,Gustav Forsling,FLA,D,80,1835.8166666667,11,20,10,10,31,35.23,195,5.64,7.9,421,273,106,10,20,36,16,8,8,0,0,10,72,37,83,73,89,0,0,-
329,Rasmus Andersson,CGY,D,81,1942.8,11,20,7,13,31,43.06,163,6.75,8,378,258,113,21,7,32,60,26,25,0,1,20,107,30,36,114,196,0,0,-
361,Nicolas Roy,VGK,C,71,1080.4666666667,15,16,8,8,31,67.39,107,14.02,14.41,185,151,127,77,5,16,43,15,13,1,1,8,58,20,71,70,47,372,406,47.81
510,Ryan Poehling,PHI,C,68,943.83333333333,12,19,11,8,31,70.45,72,16.67,8.4,142,105,87,44,7,12,16,8,8,0,0,7,43,11,26,73,79,375,362,50.88
518,Alex Iafallo,WPG,L,82,1089.05,15,16,12,4,31,48.44,109,13.76,14.68,189,156,123,77,8,19,15,6,5,1,0,8,30,26,53,35,61,12,13,48.00
786,Mackie Samoskevich,FLA,R,72,959.2,15,16,10,6,31,67.39,129,11.63,17.71,277,217,155,71,7,30,12,6,6,0,0,13,46,9,134,103,32,0,1,0.00
801,Simon Edvinsson,DET,D,78,1647.5,7,24,14,10,31,43.06,86,8.14,5.49,215,131,64,10,9,23,67,24,21,1,2,12,91,26,86,160,144,0,0,-
3,Corey Perry,EDM,R,81,966.9,19,11,6,5,30,52.63,100,19.00,15.2,200,153,130,75,7,18,61,19,13,5,1,26,44,13,36,72,26,17,16,51.52
10,Kris Letang,PIT,D,74,1740.8833333333,9,21,8,13,30,35.71,164,5.49,10.82,361,236,107,20,16,38,52,25,25,0,0,16,100,37,119,103,99,0,0,-
64,Chris Kreider,NYR,L,68,1139.2833333333,22,8,3,5,30,44.78,152,14.47,23.98,261,216,174,105,8,21,24,12,12,0,0,4,39,9,79,27,26,27,41,39.71
137,Brandon Saad,"STL, VGK",L,72,1066.9333333333,13,17,7,10,30,60.00,127,10.24,15.62,216,173,137,74,5,16,6,3,3,0,0,10,55,21,12,57,21,7,18,28.00
206,Connor Brown,EDM,R,82,1148.8,13,17,7,10,30,65.22,123,10.57,14.31,212,171,124,63,10,17,10,5,5,0,0,4,55,26,19,72,37,16,28,36.36
285,Travis Sanheim,PHI,D,82,2008.6166666667,8,22,9,13,30,31.25,139,5.76,10.21,306,213,121,27,12,24,40,20,20,0,0,18,127,51,84,160,170,0,0,-
348,Keegan Kolesar,VGK,R,82,1081.9,12,18,9,9,30,68.18,88,13.64,10.55,167,137,99,53,8,20,53,16,9,7,0,15,34,13,237,128,49,6,12,33.33
392,Vladislav Gavrikov,L.A,D,82,1893.1,5,25,9,16,30,37.50,112,4.46,7.08,285,169,72,13,12,30,28,14,14,0,0,7,69,22,50,101,140,0,0,-
575,Rasmus Sandin,WSH,D,82,1573.65,4,26,14,12,30,34.09,78,5.13,5.48,225,143,53,9,6,18,23,10,9,1,0,11,71,26,92,154,122,0,0,-
648,Alex Vlasic,CHI,D,82,1907.55,4,26,12,14,30,34.09,103,3.88,4.09,211,149,50,8,4,18,12,6,6,0,0,7,97,53,59,151,157,0,0,-
2,Brent Burns,CAR,D,82,1718.3666666667,6,23,10,13,29,32.95,174,3.45,6.64,461,277,102,8,19,39,28,14,14,0,0,6,104,36,11,47,98,0,0,-
59,Oliver Ekman-Larsson,TOR,D,77,1622.2833333333,4,25,9,16,29,33.72,118,3.39,6.24,288,187,70,8,7,26,52,26,26,0,0,14,95,28,108,97,83,0,0,-
72,Marcus Foligno,MIN,L,77,1115.1166666667,14,15,9,6,29,58.00,91,15.38,15.71,160,140,102,71,6,19,75,23,14,9,0,20,48,20,252,74,49,7,12,36.84
104,Jeff Skinner,EDM,"C, L",72,935.98333333333,16,13,10,3,29,65.91,144,11.11,17.63,265,202,148,68,12,26,26,9,8,0,1,14,41,19,44,45,23,22,21,51.16
140,William Karlsson,VGK,C,53,901.75,9,20,14,6,29,67.44,119,7.56,12.47,242,182,104,49,4,18,4,2,2,0,0,8,50,14,20,66,37,410,296,58.07
153,Joel Armia,MTL,R,81,1158.4666666667,11,18,13,5,29,65.91,104,10.58,12.62,232,157,113,42,16,22,16,8,8,0,0,8,48,19,87,54,35,3,11,21.43
295,Marcus Pettersson,"PIT, VAN",D,78,1691.8666666667,4,25,14,11,29,34.94,70,5.71,3.57,215,129,48,7,10,23,45,21,20,1,0,12,88,32,79,201,144,0,0,-
311,Danton Heinen,"PIT, VAN",L,79,1061.9833333333,9,20,9,11,29,65.91,81,11.11,10.79,165,120,101,52,10,16,31,10,8,1,1,7,48,19,81,57,37,18,28,39.13
317,Victor Olofsson,VGK,L,56,811.86666666667,15,14,10,4,29,56.86,109,13.76,9.48,211,155,116,33,8,20,16,8,8,0,0,4,25,8,26,54,19,1,6,14.29
372,Joel Eriksson Ek,MIN,C,46,909.25,14,15,9,6,29,50.88,140,10.00,18.01,217,187,138,83,12,22,22,10,10,0,0,15,34,14,82,56,36,408,459,47.06
454,Ross Colton,COL,C,61,879.66666666667,16,13,8,5,29,60.42,125,12.80,18.71,253,199,158,80,10,26,18,9,9,0,0,11,47,15,145,73,42,40,57,41.24
