,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,-9999
1021,William Stromgren,22,CGY,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,2,21:52,7:17,0,0,,0,0,0,0,,stromwi01
1022,Jack Studnicka,26,FLA,C,19,0,0,0,-6,4,0,0,0,0,0,0,0,16,0.0,26,134:49,7:06,22,36,37.9,6,19,3,4,,studnja01
1023,Jeremy Swayman,27,BOS,G,55,0,0,0,0,11,0,0,0,0,0,0,0,0,,1,3235:17,58:49,0,0,,0,0,0,25,,swaymje01
1024,Mads Søgaard,25,OTT,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,77:25,38:43,0,0,,0,0,0,1,,sogaama01
1025,Daniil Tarasov,26,FLA,G,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1905:40,57:45,0,0,,0,0,0,18,,tarasda02
1026,Henry Thrun,24,TOR,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,5,59:27,14:52,0,0,,4,3,0,1,,thrunhe01
1027,Nikita Tolopilo,25,VAN,G,21,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1145:41,54:33,0,0,,0,0,0,5,,tolopni01
1028,Bogdan Trineyev,23,WSH,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,21:03,10:32,0,0,,2,1,1,1,,trinebo01
1029,Ryan Tverberg,24,TOR,C,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,2,19:44,9:52,0,0,,1,3,0,1,,tverbry01
1030,T.J. Tynan,33,COL,C,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,8:13,8:13,4,6,40.0,0,0,0,0,,tynant.01
1031,Kai Uchacz,22,VEG,F,3,0,0,0,-1,5,0,0,0,0,0,0,0,2,0.0,3,36:33,12:11,13,15,46.4,3,7,0,2,,uchacka01
1032,Topias Vilen,22,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,30:55,15:28,0,0,,1,0,0,1,,vilento01
1033,William Villeneuve,23,TOR,D,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,6,51:59,17:20,0,0,,5,1,1,1,,villewi01
1034,Daniel Vladař,28,PHI,G,52,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,2995:13,57:36,0,0,,0,0,0,10,,vladada01
1035,Abram Wiebe,22,CGY,D,4,0,0,0,0,2,0,0,0,0,0,0,0,0,,5,48:05,12:01,0,0,,1,2,0,2,,wiebeab01
1036,Garrett Wilson,34,PHI,LW,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0.0,3,26:02,8:41,0,0,,0,6,1,1,,wilsoga01
1037,Dustin Wolf,24,CGY,G,57,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,3149:14,55:15,0,0,,0,0,0,31,,wolfdu01
1038,Brayden Yager,21,WPG,C,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,4,32:58,10:59,6,13,31.6,0,0,0,1,,yagerbr01
,League Average,,,,,,,,,,,,,,,,,,11.1,,,18:47,,,50.0,,,,,,-9999
